"PP","MOI","p_Infected_Comp"
0.2,1.25892541179417,1
0.2,1.28824955169313,1
0.2,1.31825673855641,1
0.2,1.34896288259165,1
0.2,1.38038426460289,1
0.2,1.41253754462276,1
0.2,1.44543977074593,1
0.2,1.47910838816821,1
0.2,1.51356124843621,1
0.2,1.54881661891248,1
0.2,1.58489319246111,1
0.2,1.62181009735893,1
0.2,1.65958690743756,1
0.2,1.69824365246175,1
0.2,1.73780082874938,1
0.2,1.77827941003892,1
0.2,1.81970085860998,1
0.2,1.86208713666287,1
0.2,1.90546071796325,1
0.2,1.94984459975805,1
0.2,1.99526231496888,1
0.2,2.04173794466953,1
0.2,2.08929613085404,1
0.2,2.13796208950223,1
0.2,2.18776162394955,1
0.2,2.23872113856834,1
0.2,2.29086765276777,1
0.2,2.34422881531992,1
0.2,2.39883291901949,1
0.2,2.45470891568503,1
0.2,2.51188643150958,1
0.2,2.57039578276886,1
0.2,2.63026799189538,1
0.2,2.69153480392691,1
0.2,2.75422870333817,1
0.2,2.81838293126446,1
0.2,2.88403150312661,1
0.2,2.95120922666638,1
0.2,3.01995172040202,1
0.2,3.09029543251359,1
0.2,3.16227766016838,1
0.2,3.23593656929628,1
0.2,3.31131121482591,1
0.2,3.38844156139203,1
0.2,3.46736850452532,1
0.2,3.54813389233575,1
0.2,3.63078054770102,1
0.2,3.71535229097173,1
0.2,3.80189396320561,1
0.2,3.8904514499428,1
0.2,3.98107170553498,1
0.2,4.07380277804113,1
0.2,4.16869383470335,1
0.2,4.26579518801593,1
0.2,4.36515832240167,1
0.2,4.46683592150963,1
0.2,4.57088189614875,1
0.2,4.67735141287198,1
0.2,4.78630092322638,1
0.2,4.89778819368447,1
0.2,5.01187233627272,1
0.2,5.12861383991365,1
0.2,5.24807460249772,1
0.2,5.37031796370253,1
0.2,5.49540873857625,1
0.2,5.62341325190349,1
0.2,5.75439937337157,1
0.2,5.8884365535559,1
0.2,6.02559586074358,1
0.2,6.16595001861482,1
0.2,6.30957344480193,1
0.2,6.45654229034656,1
0.2,6.60693448007596,1
0.2,6.76082975391982,1
0.2,6.91830970918936,1
0.2,7.07945784384139,1
0.2,7.24435960074991,1
0.2,7.41310241300918,1
0.2,7.58577575029184,1
0.2,7.76247116628693,1
0.2,7.94328234724282,1
0.2,8.12830516164099,1
0.2,8.31763771102671,1
0.2,8.51138038202376,1
0.2,8.70963589956081,1
0.2,8.91250938133746,1
0.2,9.1201083935591,1
0.2,9.3325430079699,1
0.2,9.54992586021437,1
0.2,9.77237220955811,1
0.2,10,1
0.2,10.2329299228075,1
0.2,10.471285480509,1
0.2,10.7151930523761,1
0.2,10.9647819614319,1
0.2,11.2201845430196,1
0.2,11.4815362149688,1
0.2,11.7489755493953,1
0.2,12.0226443461741,1
0.2,12.3026877081238,1
0.2,12.5892541179417,1
0.2,12.8824955169313,1
0.2,13.1825673855641,1
0.2,13.4896288259165,1
0.2,13.8038426460289,1
0.2,14.1253754462276,1
0.2,14.4543977074593,1
0.2,14.7910838816821,1
0.2,15.1356124843621,1
0.2,15.4881661891248,1
0.2,15.8489319246111,1
0.2,16.2181009735893,1
0.2,16.5958690743756,1
0.2,16.9824365246175,1
0.2,17.3780082874938,1
0.2,17.7827941003892,1
0.2,18.1970085860998,1
0.2,18.6208713666287,1
0.2,19.0546071796325,1
0.2,19.4984459975805,1
0.2,19.9526231496888,1
0.2,20.4173794466953,1
0.2,20.8929613085404,1
0.2,21.3796208950223,1
0.2,21.8776162394955,1
0.2,22.3872113856834,1
0.2,22.9086765276777,1
0.2,23.4422881531992,1
0.2,23.9883291901949,1
0.2,24.5470891568503,1
0.2,25.1188643150958,1
0.2,25.7039578276886,1
0.2,26.3026799189538,1
0.2,26.9153480392691,1
0.2,27.5422870333817,1
0.2,28.1838293126446,1
0.2,28.8403150312661,1
0.2,29.5120922666638,1
0.2,30.1995172040202,1
0.2,30.9029543251359,1
0.2,31.6227766016838,1
0.2,32.3593656929628,1
0.2,33.1131121482591,1
0.2,33.8844156139203,1
0.2,34.6736850452532,1
0.2,35.4813389233575,1
0.2,36.3078054770102,1
0.2,37.1535229097173,1
0.2,38.0189396320561,1
0.2,38.904514499428,1
0.2,39.8107170553498,1
0.2,40.7380277804113,1
0.2,41.6869383470336,1
0.2,42.6579518801593,1
0.2,43.6515832240167,1
0.2,44.6683592150963,1
0.2,45.7088189614875,1
0.2,46.7735141287198,1
0.2,47.8630092322638,1
0.2,48.9778819368447,1
0.2,50.1187233627273,1
0.2,51.2861383991365,1
0.2,52.4807460249772,1
0.2,53.7031796370253,1
0.2,54.9540873857625,1
0.2,56.2341325190349,1
0.2,57.5439937337157,1
0.2,58.884365535559,1
0.2,60.2559586074358,1
0.2,61.6595001861482,1
0.2,63.0957344480193,1
0.2,64.5654229034656,1
0.2,66.0693448007596,1
0.2,67.6082975391982,1
0.2,69.1830970918936,1
0.2,70.7945784384139,1
0.2,72.4435960074991,1
0.2,74.1310241300918,1
0.2,75.8577575029184,1
0.2,77.6247116628693,1
0.2,79.4328234724282,1
0.2,81.2830516164099,1
0.2,83.1763771102671,1
0.2,85.1138038202378,1
0.2,87.0963589956081,1
0.2,89.1250938133746,1
0.2,91.201083935591,1
0.2,93.325430079699,1
0.2,95.4992586021437,1
0.2,97.7237220955811,1
0.2,100,1
0.2,102.329299228075,1
0.2,104.71285480509,1
0.2,107.15193052376,1
0.2,109.647819614319,1
0.2,112.201845430197,1
0.2,114.815362149688,1
0.2,117.489755493953,1
0.2,120.226443461741,1
0.2,123.026877081238,1
0.2,125.892541179417,1
0.2,128.824955169313,1
0.2,131.825673855641,1
0.2,134.896288259166,1
0.2,138.038426460289,1
0.2,141.253754462276,1
0.2,144.543977074593,1
0.2,147.910838816821,1
0.2,151.356124843621,1
0.2,154.881661891248,1
0.2,158.489319246111,1
0.2,162.181009735893,1
0.2,165.958690743756,1
0.2,169.824365246175,1
0.2,173.780082874938,1
0.2,177.827941003892,1
0.2,181.970085860998,1
0.2,186.208713666287,1
0.2,190.546071796324,1
0.2,194.984459975805,1
0.2,199.526231496888,1
0.2,204.173794466953,1
0.2,208.929613085404,1
0.2,213.796208950223,1
0.2,218.776162394955,1
0.2,223.872113856834,1
0.2,229.086765276777,1
0.2,234.422881531993,1
0.2,239.883291901949,1
0.2,245.470891568503,1
0.2,251.188643150958,1
0.2,257.039578276886,1
0.2,263.026799189538,1
0.2,269.153480392691,1
0.2,275.422870333816,1
0.2,281.838293126445,1
0.2,288.403150312661,1
0.2,295.120922666639,1
0.2,301.995172040202,1
0.2,309.029543251359,1
0.2,316.227766016838,1
0.2,323.593656929628,1
0.2,331.131121482591,1
0.2,338.844156139202,1
0.2,346.736850452532,1
0.2,354.813389233576,1
0.2,363.078054770102,1
0.2,371.535229097173,1
0.2,380.189396320561,1
0.2,389.04514499428,1
0.2,398.107170553497,1
0.2,407.380277804112,1
0.2,416.869383470336,1
0.2,426.579518801593,1
0.2,436.515832240167,1
0.2,446.683592150963,1
0.2,457.088189614875,1
0.2,467.735141287198,1
0.2,478.630092322638,1
0.2,489.778819368446,1
0.2,501.187233627274,1
0.2,512.861383991366,1
0.2,524.807460249773,1
0.2,537.031796370253,1
0.2,549.540873857625,1
0.2,562.341325190349,1
0.2,575.439937337157,1
0.2,588.843655355588,1
0.2,602.559586074357,1
0.2,616.595001861484,1
0.2,630.957344480194,1
0.2,645.654229034656,1
0.2,660.693448007596,1
0.2,676.082975391982,1
0.2,691.830970918936,1
0.2,707.945784384137,1
0.2,724.435960074989,1
0.2,741.310241300919,1
0.2,758.577575029185,1
0.2,776.247116628693,1
0.2,794.328234724282,1
0.2,812.8305161641,1
0.2,831.763771102671,1
0.2,851.138038202376,1
0.2,870.96358995608,1
0.2,891.250938133748,1
0.2,912.010839355912,1
0.2,933.254300796992,1
0.2,954.992586021437,1
0.2,977.237220955811,1
0.2,1000,1
0.3,1e-06,6.5612222790759e-05
0.3,1.02329299228075e-06,6.71405807712864e-05
0.3,1.0471285480509e-06,6.87045412794036e-05
0.3,1.07151930523761e-06,7.03049337221889e-05
0.3,1.09647819614319e-06,7.19426068316389e-05
0.3,1.12201845430196e-06,7.36184291150655e-05
0.3,1.14815362149688e-06,7.53332893159962e-05
0.3,1.17489755493953e-06,7.7088096885822e-05
0.3,1.20226443461741e-06,7.88837824664456e-05
0.3,1.23026877081238e-06,8.07212983841868e-05
0.3,1.25892541179417e-06,8.2601619155206e-05
0.3,1.28824955169313e-06,8.45257420027169e-05
0.3,1.31825673855641e-06,8.64946873862611e-05
0.3,1.34896288259165e-06,8.85094995433325e-05
0.3,1.38038426460288e-06,9.05712470436294e-05
0.3,1.41253754462276e-06,9.26810233562401e-05
0.3,1.44543977074593e-06,9.4839947430058e-05
0.3,1.47910838816821e-06,9.70491642877369e-05
0.3,1.51356124843621e-06,9.93098456335013e-05
0.3,1.54881661891248e-06,0.00010162319047514
0.3,1.58489319246111e-06,0.000103990425760508
0.3,1.62181009735893e-06,0.000106412807028879
0.3,1.65958690743756e-06,0.000108891619077501
0.3,1.69824365246175e-06,0.000111428176643698
0.3,1.73780082874938e-06,0.000114023825102889
0.3,1.77827941003892e-06,0.000116679941182902
0.3,1.81970085860998e-06,0.000119397933694951
0.3,1.86208713666287e-06,0.000122179244281673
0.3,1.90546071796325e-06,0.000125025348182624
0.3,1.94984459975805e-06,0.000127937755017642
0.3,1.99526231496888e-06,0.000130918009588493
0.3,2.04173794466953e-06,0.000133967692699231
0.3,2.08929613085404e-06,0.0001370884219957
0.3,2.13796208950223e-06,0.000140281852824643
0.3,2.18776162394955e-06,0.000143549679112861
0.3,2.23872113856834e-06,0.000146893634266899
0.3,2.29086765276777e-06,0.000150315492093738
0.3,2.34422881531992e-06,0.000153817067742979
0.3,2.39883291901949e-06,0.000157400218671036
0.3,2.45470891568503e-06,0.000161066845627835
0.3,2.51188643150958e-06,0.000164818893666566
0.3,2.57039578276886e-06,0.000168658353177001
0.3,2.63026799189538e-06,0.000172587260942962
0.3,2.69153480392691e-06,0.00017660770122448
0.3,2.75422870333817e-06,0.000180721806865233
0.3,2.81838293126446e-06,0.000184931760425849
0.3,2.88403150312661e-06,0.000189239795343699
0.3,2.95120922666638e-06,0.000193648197119767
0.3,3.01995172040202e-06,0.00019815930453327
0.3,3.09029543251359e-06,0.000202775510884639
0.3,3.16227766016838e-06,0.000207499265267571
0.3,3.23593656929628e-06,0.000212333073870784
0.3,3.31131121482591e-06,0.000217279501310213
0.3,3.38844156139203e-06,0.000222341171992339
0.3,3.46736850452532e-06,0.00022752077150938
0.3,3.54813389233575e-06,0.000232821048067112
0.3,3.63078054770102e-06,0.000238244813946059
0.3,3.71535229097173e-06,0.00024379494699685
0.3,3.80189396320561e-06,0.000249474392170546
0.3,3.89045144994281e-06,0.000255286163084754
0.3,3.98107170553497e-06,0.000261233343626365
0.3,4.07380277804113e-06,0.000267319089591782
0.3,4.16869383470335e-06,0.000273546630365515
0.3,4.26579518801593e-06,0.000279919270638048
0.3,4.36515832240166e-06,0.000286440392163896
0.3,4.46683592150963e-06,0.0002931134555608
0.3,4.57088189614875e-06,0.000299942002151025
0.3,4.67735141287198e-06,0.000306929655845753
0.3,4.78630092322638e-06,0.000314080125073583
0.3,4.89778819368447e-06,0.000321397204754171
0.3,5.01187233627272e-06,0.000328884778318089
0.3,5.12861383991365e-06,0.000336546819773961
0.3,5.24807460249772e-06,0.000344387395824024
0.3,5.37031796370253e-06,0.000352410668029222
0.3,5.49540873857625e-06,0.000360620895025024
0.3,5.62341325190349e-06,0.000369022434789138
0.3,5.75439937337157e-06,0.000377619746962377
0.3,5.88843655355588e-06,0.000386417395223884
0.3,6.02559586074358e-06,0.000395420049722046
0.3,6.16595001861482e-06,0.000404632489562362
0.3,6.30957344480193e-06,0.00041405960535366
0.3,6.45654229034656e-06,0.000423706401813989
0.3,6.60693448007596e-06,0.000433578000437634
0.3,6.76082975391982e-06,0.00044367964222467
0.3,6.91830970918936e-06,0.000454016690474552
0.3,7.07945784384137e-06,0.000464594633645238
0.3,7.24435960074991e-06,0.000475419088279399
0.3,7.41310241300918e-06,0.000486495801999311
0.3,7.58577575029184e-06,0.000497830656572037
0.3,7.76247116628691e-06,0.000509429671046574
0.3,7.94328234724282e-06,0.000521299004964658
0.3,8.12830516164099e-06,0.000533444961646979
0.3,8.31763771102671e-06,0.000545873991556594
0.3,8.51138038202376e-06,0.000558592695741348
0.3,8.70963589956081e-06,0.000571607829357205
0.3,8.91250938133746e-06,0.000584926305274365
0.3,9.1201083935591e-06,0.000598555197768189
0.3,9.33254300796991e-06,0.000612501746296882
0.3,9.54992586021437e-06,0.000626773359368044
0.3,9.77237220955811e-06,0.000641377618496146
0.3,1e-05,0.00065632228225317
0.3,1.02329299228075e-05,0.00067161529041453
0.3,1.0471285480509e-05,0.000687264768202616
0.3,1.07151930523761e-05,0.000703279030630259
0.3,1.09647819614319e-05,0.000719666586946467
0.3,1.12201845430196e-05,0.000736436145186924
0.3,1.14815362149688e-05,0.000753596616831696
0.3,1.17489755493953e-05,0.000771157121572713
0.3,1.20226443461741e-05,0.000789126992193676
0.3,1.23026877081238e-05,0.000807515779565024
0.3,1.25892541179417e-05,0.000826333257756741
0.3,1.28824955169313e-05,0.0008455894292718
0.3,1.31825673855641e-05,0.000865294530403136
0.3,1.34896288259165e-05,0.000885459036717113
0.3,1.38038426460289e-05,0.00090609366866647
0.3,1.41253754462276e-05,0.000927209397335903
0.3,1.44543977074593e-05,0.000948817450323419
0.3,1.47910838816821e-05,0.000970929317760723
0.3,1.51356124843621e-05,0.00099355675847599
0.3,1.54881661891248e-05,0.00101671180630243
0.3,1.58489319246111e-05,0.00104040677653613
0.3,1.62181009735893e-05,0.0010646542725468
0.3,1.65958690743756e-05,0.00108946719254507
0.3,1.69824365246175e-05,0.00111485873651008
0.3,1.73780082874938e-05,0.00114084241328132
0.3,1.77827941003892e-05,0.00116743204781858
0.3,1.81970085860998e-05,0.00119464178863408
0.3,1.86208713666287e-05,0.001222486115401
0.3,1.90546071796325e-05,0.00125097984674262
0.3,1.94984459975805e-05,0.00128013814820642
0.3,1.99526231496888e-05,0.00130997654042768
0.3,2.04173794466953e-05,0.00134051090748709
0.3,2.08929613085404e-05,0.00137175750546717
0.3,2.13796208950223e-05,0.00140373297121218
0.3,2.18776162394955e-05,0.00143645433129667
0.3,2.23872113856834e-05,0.00146993901120751
0.3,2.29086765276777e-05,0.00150420484474477
0.3,2.34422881531992e-05,0.00153927008364666
0.3,2.39883291901949e-05,0.00157515340744413
0.3,2.45470891568503e-05,0.00161187393355053
0.3,2.51188643150958e-05,0.00164945122759226
0.3,2.57039578276886e-05,0.00168790531398625
0.3,2.63026799189538e-05,0.00172725668677024
0.3,2.69153480392691e-05,0.00176752632069209
0.3,2.75422870333816e-05,0.00180873568256458
0.3,2.81838293126445e-05,0.00185090674289198
0.3,2.88403150312661e-05,0.00189406198777534
0.3,2.95120922666638e-05,0.00193822443110321
0.3,3.01995172040202e-05,0.00198341762703478
0.3,3.09029543251359e-05,0.00202966568278277
0.3,3.16227766016838e-05,0.00207699327170344
0.3,3.23593656929628e-05,0.00212542564670127
0.3,3.31131121482591e-05,0.0021749886539561
0.3,3.38844156139203e-05,0.00222570874698084
0.3,3.46736850452532e-05,0.00227761300101776
0.3,3.54813389233575e-05,0.00233072912778198
0.3,3.63078054770102e-05,0.00238508549056063
0.3,3.71535229097173e-05,0.00244071111967672
0.3,3.80189396320561e-05,0.00249763572832659
0.3,3.8904514499428e-05,0.00255588972880059
0.3,3.98107170553497e-05,0.00261550424909624
0.3,4.07380277804113e-05,0.00267651114993401
0.3,4.16869383470336e-05,0.00273894304218562
0.3,4.26579518801593e-05,0.00280283330472536
0.3,4.36515832240167e-05,0.00286821610271507
0.3,4.46683592150963e-05,0.00293512640633359
0.3,4.57088189614875e-05,0.00300360000996214
0.3,4.67735141287198e-05,0.00307367355183697
0.3,4.78630092322638e-05,0.00314538453418122
0.3,4.89778819368446e-05,0.00321877134382823
0.3,5.01187233627273e-05,0.00329387327334859
0.3,5.12861383991365e-05,0.003370730542694
0.3,5.24807460249772e-05,0.00344938432137105
0.3,5.37031796370253e-05,0.00352987675115842
0.3,5.49540873857625e-05,0.00361225096938154
0.3,5.62341325190349e-05,0.00369655113275896
0.3,5.75439937337157e-05,0.0037828224418351
0.3,5.88843655355588e-05,0.00387111116601468
0.3,6.02559586074358e-05,0.00396146466921407
0.3,6.16595001861482e-05,0.00405393143614586
0.3,6.30957344480193e-05,0.00414856109925295
0.3,6.45654229034656e-05,0.00424540446630886
0.3,6.60693448007596e-05,0.00434451354870186
0.3,6.76082975391982e-05,0.00444594159042083
0.3,6.91830970918936e-05,0.00454974309776091
0.3,7.07945784384137e-05,0.00465597386976804
0.3,7.24435960074991e-05,0.00476469102944177
0.3,7.41310241300918e-05,0.00487595305571634
0.3,7.58577575029184e-05,0.00498981981624054
0.3,7.76247116628693e-05,0.0051063526009775
0.3,7.94328234724282e-05,0.00522561415664615
0.3,8.12830516164099e-05,0.0053476687220269
0.3,8.31763771102671e-05,0.00547258206415429
0.3,8.51138038202376e-05,0.00560042151542066
0.3,8.7096358995608e-05,0.00573125601161497
0.3,8.91250938133746e-05,0.00586515613092212
0.3,9.1201083935591e-05,0.00600219413390849
0.3,9.3325430079699e-05,0.00614244400452052
0.3,9.54992586021437e-05,0.00628598149212353
0.3,9.77237220955811e-05,0.00643288415460931
0.3,1e-04,0.00658323140260141
0.3,0.000102329299228075,0.00673710454478822
0.3,0.00010471285480509,0.00689458683441457
0.3,0.000107151930523761,0.00705576351696398
0.3,0.000109647819614319,0.00722072187906404
0.3,0.000112201845430196,0.00738955129864899
0.3,0.000114815362149688,0.00756234329641416
0.3,0.000117489755493953,0.00773919158859826
0.3,0.000120226443461741,0.00792019214113068
0.3,0.000123026877081238,0.00810544322518166
0.3,0.000125892541179417,0.00829504547415511
0.3,0.000128824955169313,0.00848910194216436
0.3,0.000131825673855641,0.0086877181640329
0.3,0.000134896288259165,0.00889100221686328
0.3,0.000138038426460289,0.00909906478321863
0.3,0.000141253754462275,0.00931201921596314
0.3,0.000144543977074593,0.00952998160480848
0.3,0.000147910838816821,0.00975307084461547
0.3,0.000151356124843621,0.00998140870550169
0.3,0.000154881661891248,0.0102151199048067
0.3,0.000158489319246111,0.0104543321809693
0.3,0.000162181009735893,0.0106991763693723
0.3,0.000165958690743756,0.0109497864802123
0.3,0.000169824365246174,0.0112062997784538
0.3,0.000173780082874938,0.0114688568659284
0.3,0.000177827941003892,0.0117376017656442
0.3,0.000181970085860998,0.0120126820083687
0.3,0.000186208713666287,0.0122942487215542
0.3,0.000190546071796325,0.0125824567206752
0.3,0.000194984459975805,0.0128774646030501
0.3,0.000199526231496888,0.0131794348442223
0.3,0.000204173794466953,0.0134885338969771
0.3,0.000208929613085404,0.0138049322930751
0.3,0.000213796208950223,0.0141288047477843
0.3,0.000218776162394955,0.0144603302672971
0.3,0.000223872113856834,0.0147996922591189
0.3,0.000229086765276777,0.0151470786455222
0.3,0.000234422881531992,0.0155026819801583
0.3,0.000239883291901949,0.0158666995679272
0.3,0.000245470891568503,0.0162393335882046
0.3,0.000251188643150958,0.016620791221533
0.3,0.000257039578276886,0.0170112847798841
0.3,0.000263026799189538,0.0174110318406062
0.3,0.000269153480392692,0.0178202553841722
0.3,0.000275422870333817,0.0182391839358502
0.3,0.000281838293126446,0.0186680517114199
0.3,0.000288403150312661,0.0191070987670661
0.3,0.000295120922666639,0.0195565711535831
0.3,0.000301995172040202,0.0200167210750282
0.3,0.000309029543251359,0.0204878070519702
0.3,0.000316227766016838,0.0209700940894811
0.3,0.000323593656929628,0.021463853850026
0.3,0.000331131121482591,0.0219693648314132
0.3,0.000338844156139203,0.02248691254997
0.3,0.000346736850452532,0.0230167897291166
0.3,0.000354813389233576,0.0235592964935197
0.3,0.000363078054770101,0.0241147405690096
0.3,0.000371535229097172,0.024683437488454
0.3,0.000380189396320561,0.0252657108037908
0.3,0.00038904514499428,0.0258618923044255
0.3,0.000398107170553497,0.0264723222422103
0.3,0.000407380277804113,0.0270973495632284
0.3,0.000416869383470336,0.0277373321466168
0.3,0.000426579518801593,0.0283926370506682
0.3,0.000436515832240166,0.0290636407664637
0.3,0.000446683592150963,0.0297507294792964
0.3,0.000457088189614875,0.0304542993381567
0.3,0.000467735141287198,0.0311747567335606
0.3,0.000478630092322639,0.0319125185840132
0.3,0.000489778819368446,0.0326680126314111
0.3,0.000501187233627273,0.0334416777456991
0.3,0.000512861383991365,0.0342339642391094
0.3,0.000524807460249773,0.0350453341903246
0.3,0.000537031796370253,0.0358762617789193
0.3,0.000549540873857625,0.0367272336304474
0.3,0.000562341325190349,0.0375987491725614
0.3,0.000575439937337157,0.0384913210025603
0.3,0.000588843655355589,0.0394054752667812
0.3,0.000602559586074358,0.0403417520522682
0.3,0.000616595001861482,0.0413007057911652
0.3,0.000630957344480194,0.0422829056783012
0.3,0.000645654229034656,0.0432889361024551
0.3,0.000660693448007596,0.044319397091805
0.3,0.000676082975391982,0.0453749047740893
0.3,0.000691830970918936,0.0464560918520293
0.3,0.000707945784384138,0.0475636080945824
0.3,0.00072443596007499,0.0486981208446239
0.3,0.000741310241300918,0.0498603155436727
0.3,0.000758577575029184,0.0510508962743104
0.3,0.000776247116628692,0.0522705863209626
0.3,0.000794328234724281,0.0535201287497441
0.3,0.000812830516164099,0.054800287008098
0.3,0.000831763771102671,0.0561118455449856
0.3,0.000851138038202377,0.0574556104524247
0.3,0.000870963589956081,0.0588324101291956
0.3,0.000891250938133746,0.0602430959675804
0.3,0.00091201083935591,0.0616885430640288
0.3,0.000933254300796991,0.0631696509546885
0.3,0.000954992586021436,0.0646873443767716
0.3,0.000977237220955811,0.0662425740567785
0.3,0.001,0.0678363175266329
0.3,0.00102329299228075,0.069469579968841
0.3,0.0010471285480509,0.0711433950918218
0.3,0.00107151930523761,0.0728588260366146
0.3,0.00109647819614319,0.0746169663162185
0.3,0.00112201845430196,0.0764189407888732
0.3,0.00114815362149688,0.0782659066666455
0.3,0.00117489755493953,0.0801590545607513
0.3,0.00120226443461741,0.0820996095650957
0.3,0.00123026877081238,0.0840888323795896
0.3,0.00125892541179417,0.0861280204748593
0.3,0.00128824955169313,0.0882185093000445
0.3,0.00131825673855641,0.0903616735354489
0.3,0.00134896288259165,0.0925589283918906
0.3,0.00138038426460289,0.0948117309586757
0.3,0.00141253754462275,0.0971215816022079
0.3,0.00144543977074593,0.0994900254173351
0.3,0.00147910838816821,0.101918653733625
0.3,0.00151356124843621,0.104409105678863
0.3,0.00154881661891248,0.106963069802168
0.3,0.00158489319246111,0.109582285759219
0.3,0.00162181009735893,0.112268546062221
0.3,0.00165958690743756,0.115023697897319
0.3,0.00169824365246174,0.117849645012336
0.3,0.00173780082874938,0.1207483496778
0.3,0.00177827941003892,0.12372183472438
0.3,0.00181970085860998,0.126772185659996
0.3,0.00186208713666287,0.129901552869997
0.3,0.00190546071796325,0.133112153903971
0.3,0.00194984459975805,0.13640627585291
0.3,0.00199526231496888,0.139786277820614
0.3,0.00204173794466953,0.143254593493413
0.3,0.00208929613085404,0.146813733812444
0.3,0.00213796208950223,0.150466289752953
0.3,0.00218776162394955,0.154214935215252
0.3,0.00223872113856834,0.158062430032217
0.3,0.00229086765276777,0.162011623098406
0.3,0.00234422881531992,0.166065455626126
0.3,0.00239883291901949,0.170226964534015
0.3,0.00245470891568503,0.174499285973979
0.3,0.00251188643150958,0.178885659002573
0.3,0.00257039578276886,0.183389429403203
0.3,0.00263026799189538,0.188014053665846
0.3,0.00269153480392692,0.192763103131262
0.3,0.00275422870333817,0.197640268307011
0.3,0.00281838293126445,0.202649363362949
0.3,0.00288403150312661,0.207794330814198
0.3,0.00295120922666639,0.213079246400002
0.3,0.00301995172040202,0.218508324167231
0.3,0.00309029543251359,0.224085921767752
0.3,0.00316227766016838,0.229816545979283
0.3,0.00323593656929628,0.235704858459827
0.3,0.00331131121482591,0.241755681746237
0.3,0.00338844156139203,0.247974005507984
0.3,0.00346736850452532,0.254364993067707
0.3,0.00354813389233576,0.260933988200682
0.3,0.00363078054770101,0.267686522225931
0.3,0.00371535229097173,0.274628321402276
0.3,0.00380189396320561,0.281765314643305
0.3,0.0038904514499428,0.289103641565863
0.3,0.00398107170553497,0.296649660887392
0.3,0.00407380277804113,0.304409959188172
0.3,0.00416869383470336,0.312391360055296
0.3,0.00426579518801593,0.320600933625999
0.3,0.00436515832240166,0.329046006548843
0.3,0.00446683592150963,0.337734172382123
0.3,0.00457088189614875,0.346673302449806
0.3,0.00467735141287198,0.355871557176306
0.3,0.00478630092322639,0.365337397922413
0.3,0.00489778819368446,0.375079599345798
0.3,0.00501187233627272,0.385107262310639
0.3,0.00512861383991365,0.395429827372114
0.3,0.00524807460249773,0.406057088862771
0.3,0.00537031796370253,0.416999209609088
0.3,0.00549540873857625,0.428266736307955
0.3,0.00562341325190349,0.439870615594211
0.3,0.00575439937337157,0.451822210831975
0.3,0.00588843655355589,0.464133319664046
0.3,0.00602559586074358,0.476816192355399
0.3,0.00616595001861482,0.489883550968531
0.3,0.00630957344480194,0.503348609410325
0.3,0.00645654229034656,0.517225094392028
0.3,0.00660693448007596,0.531527267346029
0.3,0.00676082975391982,0.546269947345285
0.3,0.00691830970918936,0.56146853507353
0.3,0.00707945784384138,0.5771390378968
0.3,0.0072443596007499,0.593298096089334
0.3,0.00741310241300918,0.609963010269591
0.3,0.00758577575029184,0.627151770104871
0.3,0.00776247116628692,0.644883084346026
0.3,0.00794328234724281,0.663176412256797
0.3,0.00812830516164099,0.682051996505604
0.3,0.00831763771102671,0.701530897591011
0.3,0.00851138038202377,0.721635029875741
0.3,0.0087096358995608,0.742387199307854
0.3,0.00891250938133746,0.763811142911774
0.3,0.0091201083935591,0.78593157013598
0.3,0.00933254300796992,0.808774206148686
0.3,0.00954992586021436,0.832365837177441
0.3,0.00977237220955811,0.856734357993548
0.3,0.01,0.881908821647327
0.3,0.0102329299228075,0.907919491565767
0.3,0.010471285480509,0.934797896129806
0.3,0.0107151930523761,0.962576885854539
0.3,0.0109647819614319,0.9912906933021
0.3,0.0112201845430196,1
0.3,0.0114815362149688,1
0.3,0.0117489755493953,1
0.3,0.0120226443461741,1
0.3,0.0123026877081238,1
0.3,0.0125892541179417,1
0.3,0.0128824955169313,1
0.3,0.0131825673855641,1
0.3,0.0134896288259165,1
0.3,0.0138038426460288,1
0.3,0.0141253754462276,1
0.3,0.0144543977074593,1
0.3,0.0147910838816821,1
0.3,0.0151356124843621,1
0.3,0.0154881661891248,1
0.3,0.0158489319246111,1
0.3,0.0162181009735893,1
0.3,0.0165958690743756,1
0.3,0.0169824365246175,1
0.3,0.0173780082874938,1
0.3,0.0177827941003892,1
0.3,0.0181970085860998,1
0.3,0.0186208713666287,1
0.3,0.0190546071796325,1
0.3,0.0194984459975805,1
0.3,0.0199526231496888,1
0.3,0.0204173794466953,1
0.3,0.0208929613085404,1
0.3,0.0213796208950223,1
0.3,0.0218776162394955,1
0.3,0.0223872113856834,1
0.3,0.0229086765276777,1
0.3,0.0234422881531992,1
0.3,0.0239883291901949,1
0.3,0.0245470891568503,1
0.3,0.0251188643150958,1
0.3,0.0257039578276886,1
0.3,0.0263026799189538,1
0.3,0.0269153480392691,1
0.3,0.0275422870333817,1
0.3,0.0281838293126445,1
0.3,0.0288403150312661,1
0.3,0.0295120922666638,1
0.3,0.0301995172040202,1
0.3,0.0309029543251359,1
0.3,0.0316227766016838,1
0.3,0.0323593656929628,1
0.3,0.0331131121482591,1
0.3,0.0338844156139203,1
0.3,0.0346736850452532,1
0.3,0.0354813389233575,1
0.3,0.0363078054770102,1
0.3,0.0371535229097173,1
