"t","Pp","Virus_D","Productive"
9,1,0.5434471800817,180
10,1,0.5434471800817,232
11,1,0.5434471800817,306
12,1,0.5434471800817,360
13,1,0.5434471800817,429
14,1,0.5434471800817,494
15,1,0.5434471800817,550
16,1,0.5434471800817,657
17,1,0.5434471800817,757
18,1,0.5434471800817,830
19,1,0.5434471800817,936
20,1,0.5434471800817,990
21,1,0.5434471800817,1075
22,1,0.5434471800817,1148
23,1,0.5434471800817,1217
24,1,0.5434471800817,1278
25,1,0.5434471800817,1350
26,1,0.5434471800817,1428
27,1,0.5434471800817,1526
28,1,0.5434471800817,1615
29,1,0.5434471800817,1702
30,1,0.5434471800817,1771
31,1,0.5434471800817,1848
32,1,0.5434471800817,1922
33,1,0.5434471800817,2005
34,1,0.5434471800817,2045
35,1,0.5434471800817,2083
36,1,0.5434471800817,2024
37,1,0.5434471800817,1908
38,1,0.5434471800817,1784
39,1,0.5434471800817,1566
40,1,0.5434471800817,1439
41,1,0.5434471800817,1279
42,1,0.5434471800817,1157
43,1,0.5434471800817,1028
44,1,0.5434471800817,915
45,1,0.5434471800817,799
46,1,0.5434471800817,701
47,1,0.5434471800817,560
48,1,0.5434471800817,450
49,1,0.5434471800817,352
50,1,0.5434471800817,288
51,1,0.5434471800817,227
52,1,0.5434471800817,190
53,1,0.5434471800817,158
54,1,0.5434471800817,133
55,1,0.5434471800817,107
56,1,0.5434471800817,96
57,1,0.5434471800817,81
58,1,0.5434471800817,68
59,1,0.5434471800817,53
60,1,0.5434471800817,45
61,1,0.5434471800817,39
62,1,0.5434471800817,28
63,1,0.5434471800817,25
64,1,0.5434471800817,23
65,1,0.5434471800817,16
66,1,0.5434471800817,12
67,1,0.5434471800817,7
68,1,0.5434471800817,6
69,1,0.5434471800817,5
70,1,0.5434471800817,3
71,1,0.5434471800817,2
72,1,0.5434471800817,2
73,1,0.5434471800817,1
74,1,0.5434471800817,1
75,1,0.5434471800817,1
76,1,0.5434471800817,1
77,1,0.5434471800817,1
78,1,0.5434471800817,1
79,1,0.5434471800817,1
80,1,0.5434471800817,1
81,1,0.5434471800817,1
82,1,0.5434471800817,1
83,1,0.5434471800817,1
84,1,0.5434471800817,1
85,1,0.5434471800817,1
86,1,0.5434471800817,1
87,1,0.5434471800817,1
88,1,0.5434471800817,1
89,1,0.5434471800817,1
90,1,0.5434471800817,1
91,1,0.5434471800817,1
92,1,0.5434471800817,1
93,1,0.5434471800817,1
94,1,0.5434471800817,1
95,1,0.5434471800817,1
96,1,0.5434471800817,1
1,1,-0.4565528199183,2
2,1,-0.4565528199183,3
3,1,-0.4565528199183,4
4,1,-0.4565528199183,8
5,1,-0.4565528199183,15
6,1,-0.4565528199183,15
7,1,-0.4565528199183,19
8,1,-0.4565528199183,26
9,1,-0.4565528199183,35
10,1,-0.4565528199183,37
11,1,-0.4565528199183,44
12,1,-0.4565528199183,46
13,1,-0.4565528199183,70
14,1,-0.4565528199183,74
15,1,-0.4565528199183,79
16,1,-0.4565528199183,89
17,1,-0.4565528199183,98
18,1,-0.4565528199183,96
19,1,-0.4565528199183,104
20,1,-0.4565528199183,108
21,1,-0.4565528199183,119
22,1,-0.4565528199183,129
23,1,-0.4565528199183,127
24,1,-0.4565528199183,138
25,1,-0.4565528199183,131
26,1,-0.4565528199183,147
27,1,-0.4565528199183,161
28,1,-0.4565528199183,170
29,1,-0.4565528199183,171
30,1,-0.4565528199183,191
31,1,-0.4565528199183,200
32,1,-0.4565528199183,216
33,1,-0.4565528199183,225
34,1,-0.4565528199183,239
35,1,-0.4565528199183,227
36,1,-0.4565528199183,254
37,1,-0.4565528199183,261
38,1,-0.4565528199183,261
39,1,-0.4565528199183,279
40,1,-0.4565528199183,274
41,1,-0.4565528199183,280
42,1,-0.4565528199183,293
43,1,-0.4565528199183,309
44,1,-0.4565528199183,312
45,1,-0.4565528199183,321
46,1,-0.4565528199183,346
47,1,-0.4565528199183,353
48,1,-0.4565528199183,362
49,1,-0.4565528199183,373
50,1,-0.4565528199183,381
51,1,-0.4565528199183,394
52,1,-0.4565528199183,407
53,1,-0.4565528199183,406
54,1,-0.4565528199183,401
55,1,-0.4565528199183,388
56,1,-0.4565528199183,402
57,1,-0.4565528199183,415
58,1,-0.4565528199183,447
59,1,-0.4565528199183,436
60,1,-0.4565528199183,446
61,1,-0.4565528199183,447
62,1,-0.4565528199183,471
63,1,-0.4565528199183,459
64,1,-0.4565528199183,451
65,1,-0.4565528199183,460
66,1,-0.4565528199183,456
67,1,-0.4565528199183,475
68,1,-0.4565528199183,461
69,1,-0.4565528199183,462
70,1,-0.4565528199183,485
71,1,-0.4565528199183,485
72,1,-0.4565528199183,514
73,1,-0.4565528199183,509
74,1,-0.4565528199183,541
75,1,-0.4565528199183,555
76,1,-0.4565528199183,551
77,1,-0.4565528199183,563
78,1,-0.4565528199183,566
79,1,-0.4565528199183,588
80,1,-0.4565528199183,613
81,1,-0.4565528199183,628
82,1,-0.4565528199183,644
83,1,-0.4565528199183,651
84,1,-0.4565528199183,643
85,1,-0.4565528199183,623
86,1,-0.4565528199183,645
87,1,-0.4565528199183,647
88,1,-0.4565528199183,650
89,1,-0.4565528199183,679
90,1,-0.4565528199183,689
91,1,-0.4565528199183,712
92,1,-0.4565528199183,723
93,1,-0.4565528199183,739
94,1,-0.4565528199183,719
95,1,-0.4565528199183,718
96,1,-0.4565528199183,714
1,1,1.5434471800817,2
2,1,1.5434471800817,5
3,1,1.5434471800817,6
4,1,1.5434471800817,22
5,1,1.5434471800817,56
6,1,1.5434471800817,129
7,1,1.5434471800817,244
8,1,1.5434471800817,540
9,1,1.5434471800817,889
10,1,1.5434471800817,1358
11,1,1.5434471800817,1832
12,1,1.5434471800817,2376
13,1,1.5434471800817,3064
14,1,1.5434471800817,3745
15,1,1.5434471800817,4324
16,1,1.5434471800817,4601
17,1,1.5434471800817,4401
18,1,1.5434471800817,3896
19,1,1.5434471800817,3244
20,1,1.5434471800817,2666
21,1,1.5434471800817,2139
22,1,1.5434471800817,1718
23,1,1.5434471800817,1382
24,1,1.5434471800817,1111
25,1,1.5434471800817,907
26,1,1.5434471800817,742
27,1,1.5434471800817,600
28,1,1.5434471800817,488
29,1,1.5434471800817,386
30,1,1.5434471800817,318
31,1,1.5434471800817,260
32,1,1.5434471800817,207
33,1,1.5434471800817,176
34,1,1.5434471800817,134
35,1,1.5434471800817,109
36,1,1.5434471800817,88
37,1,1.5434471800817,76
38,1,1.5434471800817,61
39,1,1.5434471800817,52
40,1,1.5434471800817,37
41,1,1.5434471800817,33
42,1,1.5434471800817,25
43,1,1.5434471800817,22
44,1,1.5434471800817,19
45,1,1.5434471800817,16
46,1,1.5434471800817,14
47,1,1.5434471800817,11
48,1,1.5434471800817,11
49,1,1.5434471800817,8
50,1,1.5434471800817,5
51,1,1.5434471800817,4
52,1,1.5434471800817,3
53,1,1.5434471800817,2
54,1,1.5434471800817,1
55,1,1.5434471800817,1
56,1,1.5434471800817,1
57,1,1.5434471800817,1
58,1,1.5434471800817,1
59,1,1.5434471800817,1
60,1,1.5434471800817,1
61,1,1.5434471800817,1
62,1,1.5434471800817,1
63,1,1.5434471800817,1
64,1,1.5434471800817,1
65,1,1.5434471800817,1
66,1,1.5434471800817,1
67,1,1.5434471800817,1
68,1,1.5434471800817,1
69,1,1.5434471800817,1
70,1,1.5434471800817,1
71,1,1.5434471800817,1
72,1,1.5434471800817,1
73,1,1.5434471800817,1
74,1,1.5434471800817,1
75,1,1.5434471800817,1
76,1,1.5434471800817,1
77,1,1.5434471800817,1
78,1,1.5434471800817,1
79,1,1.5434471800817,1
80,1,1.5434471800817,1
81,1,1.5434471800817,1
82,1,1.5434471800817,1
83,1,1.5434471800817,1
84,1,1.5434471800817,1
85,1,1.5434471800817,1
86,1,1.5434471800817,1
87,1,1.5434471800817,1
88,1,1.5434471800817,1
89,1,1.5434471800817,1
90,1,1.5434471800817,1
91,1,1.5434471800817,1
92,1,1.5434471800817,1
93,1,1.5434471800817,1
94,1,1.5434471800817,1
95,1,1.5434471800817,1
96,1,1.5434471800817,1
1,1,2.5434471800817,2
2,1,2.5434471800817,5
3,1,2.5434471800817,6
4,1,2.5434471800817,20
5,1,2.5434471800817,43
6,1,2.5434471800817,133
7,1,2.5434471800817,346
8,1,2.5434471800817,849
9,1,2.5434471800817,2055
10,1,2.5434471800817,4026
11,1,2.5434471800817,6025
12,1,2.5434471800817,6385
13,1,2.5434471800817,5402
14,1,2.5434471800817,4393
15,1,2.5434471800817,3607
16,1,2.5434471800817,2937
17,1,2.5434471800817,2384
18,1,2.5434471800817,1947
19,1,2.5434471800817,1579
20,1,2.5434471800817,1284
21,1,2.5434471800817,1048
22,1,2.5434471800817,846
23,1,2.5434471800817,690
24,1,2.5434471800817,550
25,1,2.5434471800817,440
26,1,2.5434471800817,368
27,1,2.5434471800817,287
28,1,2.5434471800817,232
29,1,2.5434471800817,183
30,1,2.5434471800817,144
31,1,2.5434471800817,122
32,1,2.5434471800817,93
33,1,2.5434471800817,72
34,1,2.5434471800817,61
35,1,2.5434471800817,47
36,1,2.5434471800817,39
37,1,2.5434471800817,34
38,1,2.5434471800817,25
39,1,2.5434471800817,16
40,1,2.5434471800817,14
41,1,2.5434471800817,12
42,1,2.5434471800817,11
43,1,2.5434471800817,7
44,1,2.5434471800817,7
45,1,2.5434471800817,6
46,1,2.5434471800817,5
47,1,2.5434471800817,3
48,1,2.5434471800817,3
49,1,2.5434471800817,3
50,1,2.5434471800817,2
51,1,2.5434471800817,2
52,1,2.5434471800817,2
53,1,2.5434471800817,1
54,1,2.5434471800817,1
55,1,2.5434471800817,1
56,1,2.5434471800817,1
57,1,2.5434471800817,1
58,1,2.5434471800817,1
59,1,2.5434471800817,1
60,1,2.5434471800817,1
61,1,2.5434471800817,1
62,1,2.5434471800817,1
63,1,2.5434471800817,1
64,1,2.5434471800817,1
65,1,2.5434471800817,1
66,1,2.5434471800817,1
67,1,2.5434471800817,1
68,1,2.5434471800817,1
69,1,2.5434471800817,1
70,1,2.5434471800817,1
71,1,2.5434471800817,1
72,1,2.5434471800817,1
73,1,2.5434471800817,1
74,1,2.5434471800817,1
75,1,2.5434471800817,1
76,1,2.5434471800817,1
77,1,2.5434471800817,1
78,1,2.5434471800817,1
79,1,2.5434471800817,1
80,1,2.5434471800817,1
81,1,2.5434471800817,1
82,1,2.5434471800817,1
83,1,2.5434471800817,1
84,1,2.5434471800817,1
85,1,2.5434471800817,1
86,1,2.5434471800817,1
87,1,2.5434471800817,1
88,1,2.5434471800817,1
89,1,2.5434471800817,1
90,1,2.5434471800817,1
91,1,2.5434471800817,1
92,1,2.5434471800817,1
93,1,2.5434471800817,1
94,1,2.5434471800817,1
95,1,2.5434471800817,1
96,1,2.5434471800817,1
1,1,3.5434471800817,2
2,1,3.5434471800817,5
3,1,3.5434471800817,6
4,1,3.5434471800817,20
5,1,3.5434471800817,61
6,1,3.5434471800817,142
7,1,3.5434471800817,422
8,1,3.5434471800817,1018
9,1,3.5434471800817,2364
10,1,3.5434471800817,4686
11,1,3.5434471800817,6439
12,1,3.5434471800817,6263
13,1,3.5434471800817,5163
14,1,3.5434471800817,4192
15,1,3.5434471800817,3390
16,1,3.5434471800817,2739
17,1,3.5434471800817,2227
18,1,3.5434471800817,1783
19,1,3.5434471800817,1405
20,1,3.5434471800817,1142
21,1,3.5434471800817,916
22,1,3.5434471800817,750
23,1,3.5434471800817,623
24,1,3.5434471800817,491
25,1,3.5434471800817,409
26,1,3.5434471800817,330
27,1,3.5434471800817,258
28,1,3.5434471800817,213
29,1,3.5434471800817,179
30,1,3.5434471800817,137
31,1,3.5434471800817,110
32,1,3.5434471800817,94
33,1,3.5434471800817,71
34,1,3.5434471800817,58
35,1,3.5434471800817,48
36,1,3.5434471800817,39
37,1,3.5434471800817,35
38,1,3.5434471800817,30
39,1,3.5434471800817,22
40,1,3.5434471800817,20
41,1,3.5434471800817,16
42,1,3.5434471800817,14
43,1,3.5434471800817,11
44,1,3.5434471800817,7
45,1,3.5434471800817,6
46,1,3.5434471800817,3
47,1,3.5434471800817,3
48,1,3.5434471800817,3
49,1,3.5434471800817,1
50,1,3.5434471800817,1
51,1,3.5434471800817,1
52,1,3.5434471800817,1
53,1,3.5434471800817,1
54,1,3.5434471800817,1
55,1,3.5434471800817,1
56,1,3.5434471800817,1
57,1,3.5434471800817,1
58,1,3.5434471800817,1
59,1,3.5434471800817,1
60,1,3.5434471800817,1
61,1,3.5434471800817,1
62,1,3.5434471800817,1
63,1,3.5434471800817,1
64,1,3.5434471800817,1
65,1,3.5434471800817,1
66,1,3.5434471800817,1
67,1,3.5434471800817,1
68,1,3.5434471800817,1
69,1,3.5434471800817,1
70,1,3.5434471800817,1
71,1,3.5434471800817,1
72,1,3.5434471800817,1
73,1,3.5434471800817,1
74,1,3.5434471800817,1
75,1,3.5434471800817,1
76,1,3.5434471800817,1
77,1,3.5434471800817,1
78,1,3.5434471800817,1
79,1,3.5434471800817,1
80,1,3.5434471800817,1
81,1,3.5434471800817,1
82,1,3.5434471800817,1
83,1,3.5434471800817,1
84,1,3.5434471800817,1
85,1,3.5434471800817,1
86,1,3.5434471800817,1
87,1,3.5434471800817,1
88,1,3.5434471800817,1
89,1,3.5434471800817,1
90,1,3.5434471800817,1
91,1,3.5434471800817,1
92,1,3.5434471800817,1
93,1,3.5434471800817,1
94,1,3.5434471800817,1
95,1,3.5434471800817,1
96,1,3.5434471800817,1
1,1,0.66838591669,2
2,1,0.66838591669,5
3,1,0.66838591669,9
4,1,0.66838591669,19
5,1,0.66838591669,49
6,1,0.66838591669,68
7,1,0.66838591669,111
8,1,0.66838591669,157
9,1,0.66838591669,201
10,1,0.66838591669,271
11,1,0.66838591669,349
12,1,0.66838591669,411
13,1,0.66838591669,487
14,1,0.66838591669,587
15,1,0.66838591669,670
16,1,0.66838591669,734
17,1,0.66838591669,829
18,1,0.66838591669,964
19,1,0.66838591669,1020
20,1,0.66838591669,1156
21,1,0.66838591669,1232
22,1,0.66838591669,1319
23,1,0.66838591669,1467
24,1,0.66838591669,1553
25,1,0.66838591669,1615
26,1,0.66838591669,1746
27,1,0.66838591669,1793
28,1,0.66838591669,1874
29,1,0.66838591669,2092
30,1,0.66838591669,2178
31,1,0.66838591669,2222
32,1,0.66838591669,2258
33,1,0.66838591669,2225
34,1,0.66838591669,2187
35,1,0.66838591669,2032
36,1,0.66838591669,1851
37,1,0.66838591669,1660
38,1,0.66838591669,1502
39,1,0.66838591669,1279
40,1,0.66838591669,1122
41,1,0.66838591669,998
42,1,0.66838591669,838
43,1,0.66838591669,700
44,1,0.66838591669,552
45,1,0.66838591669,445
46,1,0.66838591669,358
47,1,0.66838591669,295
48,1,0.66838591669,228
49,1,0.66838591669,191
50,1,0.66838591669,151
51,1,0.66838591669,129
52,1,0.66838591669,100
53,1,0.66838591669,78
54,1,0.66838591669,63
55,1,0.66838591669,48
56,1,0.66838591669,42
57,1,0.66838591669,27
58,1,0.66838591669,24
59,1,0.66838591669,21
60,1,0.66838591669,16
61,1,0.66838591669,15
62,1,0.66838591669,13
63,1,0.66838591669,10
64,1,0.66838591669,8
65,1,0.66838591669,7
66,1,0.66838591669,5
67,1,0.66838591669,3
68,1,0.66838591669,2
69,1,0.66838591669,2
70,1,0.66838591669,2
71,1,0.66838591669,2
72,1,0.66838591669,2
73,1,0.66838591669,1
74,1,0.66838591669,1
75,1,0.66838591669,1
76,1,0.66838591669,1
77,1,0.66838591669,1
78,1,0.66838591669,1
79,1,0.66838591669,1
80,1,0.66838591669,1
81,1,0.66838591669,1
82,1,0.66838591669,1
83,1,0.66838591669,1
84,1,0.66838591669,1
85,1,0.66838591669,1
86,1,0.66838591669,1
87,1,0.66838591669,1
88,1,0.66838591669,1
89,1,0.66838591669,1
90,1,0.66838591669,1
91,1,0.66838591669,1
92,1,0.66838591669,1
93,1,0.66838591669,1
94,1,0.66838591669,1
95,1,0.66838591669,1
96,1,0.66838591669,1
1,1,-0.33161408331,2
2,1,-0.33161408331,3
3,1,-0.33161408331,4
4,1,-0.33161408331,10
5,1,-0.33161408331,17
6,1,-0.33161408331,22
7,1,-0.33161408331,28
8,1,-0.33161408331,36
9,1,-0.33161408331,48
10,1,-0.33161408331,50
11,1,-0.33161408331,69
12,1,-0.33161408331,67
13,1,-0.33161408331,75
14,1,-0.33161408331,81
15,1,-0.33161408331,93
16,1,-0.33161408331,93
17,1,-0.33161408331,111
18,1,-0.33161408331,117
19,1,-0.33161408331,114
20,1,-0.33161408331,124
21,1,-0.33161408331,135
22,1,-0.33161408331,144
23,1,-0.33161408331,145
24,1,-0.33161408331,162
25,1,-0.33161408331,177
26,1,-0.33161408331,187
27,1,-0.33161408331,191
28,1,-0.33161408331,202
29,1,-0.33161408331,222
30,1,-0.33161408331,239
31,1,-0.33161408331,254
32,1,-0.33161408331,266
33,1,-0.33161408331,283
34,1,-0.33161408331,288
35,1,-0.33161408331,291
36,1,-0.33161408331,300
37,1,-0.33161408331,297
38,1,-0.33161408331,294
39,1,-0.33161408331,323
40,1,-0.33161408331,317
41,1,-0.33161408331,336
42,1,-0.33161408331,342
43,1,-0.33161408331,351
44,1,-0.33161408331,367
45,1,-0.33161408331,390
46,1,-0.33161408331,411
47,1,-0.33161408331,400
48,1,-0.33161408331,434
49,1,-0.33161408331,431
50,1,-0.33161408331,445
51,1,-0.33161408331,444
52,1,-0.33161408331,469
53,1,-0.33161408331,486
54,1,-0.33161408331,494
55,1,-0.33161408331,502
56,1,-0.33161408331,508
57,1,-0.33161408331,521
58,1,-0.33161408331,545
59,1,-0.33161408331,551
60,1,-0.33161408331,572
61,1,-0.33161408331,576
62,1,-0.33161408331,595
63,1,-0.33161408331,581
64,1,-0.33161408331,602
65,1,-0.33161408331,613
66,1,-0.33161408331,628
67,1,-0.33161408331,639
68,1,-0.33161408331,645
69,1,-0.33161408331,651
70,1,-0.33161408331,661
71,1,-0.33161408331,692
72,1,-0.33161408331,697
73,1,-0.33161408331,723
74,1,-0.33161408331,738
75,1,-0.33161408331,729
76,1,-0.33161408331,748
77,1,-0.33161408331,776
78,1,-0.33161408331,790
79,1,-0.33161408331,803
80,1,-0.33161408331,821
81,1,-0.33161408331,855
82,1,-0.33161408331,825
83,1,-0.33161408331,838
84,1,-0.33161408331,819
85,1,-0.33161408331,828
86,1,-0.33161408331,847
87,1,-0.33161408331,862
88,1,-0.33161408331,839
89,1,-0.33161408331,817
90,1,-0.33161408331,799
91,1,-0.33161408331,757
92,1,-0.33161408331,733
93,1,-0.33161408331,697
94,1,-0.33161408331,658
95,1,-0.33161408331,631
96,1,-0.33161408331,607
1,1,1.66838591669,2
2,1,1.66838591669,5
3,1,1.66838591669,12
4,1,1.66838591669,39
5,1,1.66838591669,78
6,1,1.66838591669,218
7,1,1.66838591669,462
8,1,1.66838591669,821
9,1,1.66838591669,1362
10,1,1.66838591669,1997
11,1,1.66838591669,2670
12,1,1.66838591669,3442
13,1,1.66838591669,4163
14,1,1.66838591669,4673
15,1,1.66838591669,4668
16,1,1.66838591669,4282
17,1,1.66838591669,3696
18,1,1.66838591669,3025
19,1,1.66838591669,2438
20,1,1.66838591669,1964
21,1,1.66838591669,1626
22,1,1.66838591669,1315
23,1,1.66838591669,1066
24,1,1.66838591669,858
25,1,1.66838591669,688
26,1,1.66838591669,574
27,1,1.66838591669,464
28,1,1.66838591669,381
29,1,1.66838591669,316
30,1,1.66838591669,253
31,1,1.66838591669,203
32,1,1.66838591669,162
33,1,1.66838591669,134
34,1,1.66838591669,106
35,1,1.66838591669,86
36,1,1.66838591669,65
37,1,1.66838591669,56
38,1,1.66838591669,46
39,1,1.66838591669,37
40,1,1.66838591669,30
41,1,1.66838591669,24
42,1,1.66838591669,20
43,1,1.66838591669,14
44,1,1.66838591669,10
45,1,1.66838591669,8
46,1,1.66838591669,7
47,1,1.66838591669,6
48,1,1.66838591669,5
49,1,1.66838591669,4
50,1,1.66838591669,4
51,1,1.66838591669,3
52,1,1.66838591669,2
53,1,1.66838591669,2
54,1,1.66838591669,1
55,1,1.66838591669,1
56,1,1.66838591669,1
57,1,1.66838591669,1
58,1,1.66838591669,1
59,1,1.66838591669,1
60,1,1.66838591669,1
61,1,1.66838591669,1
62,1,1.66838591669,1
63,1,1.66838591669,1
64,1,1.66838591669,1
65,1,1.66838591669,1
66,1,1.66838591669,1
67,1,1.66838591669,1
68,1,1.66838591669,1
69,1,1.66838591669,1
70,1,1.66838591669,1
71,1,1.66838591669,1
72,1,1.66838591669,1
73,1,1.66838591669,1
74,1,1.66838591669,1
75,1,1.66838591669,1
76,1,1.66838591669,1
77,1,1.66838591669,1
78,1,1.66838591669,1
79,1,1.66838591669,1
80,1,1.66838591669,1
81,1,1.66838591669,1
82,1,1.66838591669,1
83,1,1.66838591669,1
84,1,1.66838591669,1
85,1,1.66838591669,1
86,1,1.66838591669,1
87,1,1.66838591669,1
88,1,1.66838591669,1
89,1,1.66838591669,1
90,1,1.66838591669,1
91,1,1.66838591669,1
92,1,1.66838591669,1
93,1,1.66838591669,1
94,1,1.66838591669,1
95,1,1.66838591669,1
96,1,1.66838591669,1
1,1,2.66838591669,2
2,1,2.66838591669,5
3,1,2.66838591669,6
4,1,2.66838591669,20
5,1,2.66838591669,58
6,1,2.66838591669,142
7,1,2.66838591669,359
8,1,2.66838591669,983
9,1,2.66838591669,2229
10,1,2.66838591669,4386
11,1,2.66838591669,6271
12,1,2.66838591669,6312
13,1,2.66838591669,5241
14,1,2.66838591669,4240
15,1,2.66838591669,3449
16,1,2.66838591669,2827
17,1,2.66838591669,2332
18,1,2.66838591669,1884
19,1,2.66838591669,1534
20,1,2.66838591669,1256
21,1,2.66838591669,1001
22,1,2.66838591669,801
23,1,2.66838591669,633
24,1,2.66838591669,532
25,1,2.66838591669,433
26,1,2.66838591669,349
27,1,2.66838591669,286
28,1,2.66838591669,236
29,1,2.66838591669,182
30,1,2.66838591669,145
31,1,2.66838591669,114
32,1,2.66838591669,90
33,1,2.66838591669,74
34,1,2.66838591669,57
35,1,2.66838591669,46
36,1,2.66838591669,36
37,1,2.66838591669,32
38,1,2.66838591669,26
39,1,2.66838591669,23
40,1,2.66838591669,13
41,1,2.66838591669,12
42,1,2.66838591669,7
43,1,2.66838591669,6
44,1,2.66838591669,6
45,1,2.66838591669,4
46,1,2.66838591669,4
47,1,2.66838591669,4
48,1,2.66838591669,4
49,1,2.66838591669,3
50,1,2.66838591669,2
51,1,2.66838591669,2
52,1,2.66838591669,2
53,1,2.66838591669,2
54,1,2.66838591669,1
55,1,2.66838591669,1
56,1,2.66838591669,1
57,1,2.66838591669,1
58,1,2.66838591669,1
59,1,2.66838591669,1
60,1,2.66838591669,1
61,1,2.66838591669,1
62,1,2.66838591669,1
63,1,2.66838591669,1
64,1,2.66838591669,1
65,1,2.66838591669,1
66,1,2.66838591669,1
67,1,2.66838591669,1
68,1,2.66838591669,1
69,1,2.66838591669,1
70,1,2.66838591669,1
71,1,2.66838591669,1
72,1,2.66838591669,1
73,1,2.66838591669,1
74,1,2.66838591669,1
75,1,2.66838591669,1
76,1,2.66838591669,1
77,1,2.66838591669,1
78,1,2.66838591669,1
79,1,2.66838591669,1
80,1,2.66838591669,1
81,1,2.66838591669,1
82,1,2.66838591669,1
83,1,2.66838591669,1
84,1,2.66838591669,1
85,1,2.66838591669,1
86,1,2.66838591669,1
87,1,2.66838591669,1
88,1,2.66838591669,1
89,1,2.66838591669,1
90,1,2.66838591669,1
91,1,2.66838591669,1
92,1,2.66838591669,1
93,1,2.66838591669,1
94,1,2.66838591669,1
95,1,2.66838591669,1
96,1,2.66838591669,1
1,1,3.66838591669,2
2,1,3.66838591669,6
3,1,3.66838591669,15
4,1,3.66838591669,31
5,1,3.66838591669,92
6,1,3.66838591669,228
7,1,3.66838591669,632
8,1,3.66838591669,1541
9,1,3.66838591669,3484
10,1,3.66838591669,5777
11,1,3.66838591669,6613
12,1,3.66838591669,5715
13,1,3.66838591669,4642
14,1,3.66838591669,3779
15,1,3.66838591669,3084
16,1,3.66838591669,2465
17,1,3.66838591669,1977
18,1,3.66838591669,1618
19,1,3.66838591669,1292
20,1,3.66838591669,1053
21,1,3.66838591669,845
22,1,3.66838591669,688
23,1,3.66838591669,550
24,1,3.66838591669,444
25,1,3.66838591669,347
26,1,3.66838591669,285
27,1,3.66838591669,234
28,1,3.66838591669,187
29,1,3.66838591669,154
30,1,3.66838591669,120
31,1,3.66838591669,99
32,1,3.66838591669,81
33,1,3.66838591669,64
34,1,3.66838591669,51
35,1,3.66838591669,39
36,1,3.66838591669,32
37,1,3.66838591669,25
38,1,3.66838591669,20
39,1,3.66838591669,14
40,1,3.66838591669,13
41,1,3.66838591669,10
42,1,3.66838591669,8
43,1,3.66838591669,4
44,1,3.66838591669,4
45,1,3.66838591669,3
46,1,3.66838591669,3
47,1,3.66838591669,3
48,1,3.66838591669,3
49,1,3.66838591669,3
50,1,3.66838591669,3
51,1,3.66838591669,3
52,1,3.66838591669,2
53,1,3.66838591669,1
54,1,3.66838591669,1
55,1,3.66838591669,1
56,1,3.66838591669,1
57,1,3.66838591669,1
58,1,3.66838591669,1
59,1,3.66838591669,1
60,1,3.66838591669,1
61,1,3.66838591669,1
62,1,3.66838591669,1
63,1,3.66838591669,1
64,1,3.66838591669,1
65,1,3.66838591669,1
66,1,3.66838591669,1
67,1,3.66838591669,1
68,1,3.66838591669,1
69,1,3.66838591669,1
70,1,3.66838591669,1
71,1,3.66838591669,1
72,1,3.66838591669,1
73,1,3.66838591669,1
74,1,3.66838591669,1
75,1,3.66838591669,1
76,1,3.66838591669,1
77,1,3.66838591669,1
78,1,3.66838591669,1
79,1,3.66838591669,1
80,1,3.66838591669,1
81,1,3.66838591669,1
82,1,3.66838591669,1
83,1,3.66838591669,1
84,1,3.66838591669,1
85,1,3.66838591669,1
86,1,3.66838591669,1
87,1,3.66838591669,1
88,1,3.66838591669,1
89,1,3.66838591669,1
90,1,3.66838591669,1
91,1,3.66838591669,1
92,1,3.66838591669,1
93,1,3.66838591669,1
94,1,3.66838591669,1
95,1,3.66838591669,1
96,1,3.66838591669,1
1,1,0.765295929698057,2
2,1,0.765295929698057,5
3,1,0.765295929698057,10
4,1,0.765295929698057,18
5,1,0.765295929698057,42
6,1,0.765295929698057,82
7,1,0.765295929698057,119
8,1,0.765295929698057,190
9,1,0.765295929698057,271
10,1,0.765295929698057,359
11,1,0.765295929698057,423
12,1,0.765295929698057,522
13,1,0.765295929698057,643
14,1,0.765295929698057,780
15,1,0.765295929698057,917
16,1,0.765295929698057,1048
17,1,0.765295929698057,1162
18,1,0.765295929698057,1296
19,1,0.765295929698057,1420
20,1,0.765295929698057,1559
21,1,0.765295929698057,1684
22,1,0.765295929698057,1800
23,1,0.765295929698057,1894
24,1,0.765295929698057,1975
25,1,0.765295929698057,2120
26,1,0.765295929698057,2280
27,1,0.765295929698057,2451
28,1,0.765295929698057,2462
29,1,0.765295929698057,2495
30,1,0.765295929698057,2426
31,1,0.765295929698057,2294
32,1,0.765295929698057,2107
33,1,0.765295929698057,1903
34,1,0.765295929698057,1663
35,1,0.765295929698057,1435
36,1,0.765295929698057,1235
37,1,0.765295929698057,1038
38,1,0.765295929698057,849
39,1,0.765295929698057,679
40,1,0.765295929698057,556
41,1,0.765295929698057,456
42,1,0.765295929698057,361
43,1,0.765295929698057,284
44,1,0.765295929698057,231
45,1,0.765295929698057,181
46,1,0.765295929698057,152
47,1,0.765295929698057,127
48,1,0.765295929698057,108
49,1,0.765295929698057,77
50,1,0.765295929698057,60
51,1,0.765295929698057,52
52,1,0.765295929698057,43
53,1,0.765295929698057,33
54,1,0.765295929698057,30
55,1,0.765295929698057,25
56,1,0.765295929698057,22
