"t","Pp","Virus_D","Virions"
59,1,3.36735592102602,3072
60,1,3.36735592102602,2660
61,1,3.36735592102602,2298
62,1,3.36735592102602,2010
63,1,3.36735592102602,1763
64,1,3.36735592102602,1536
65,1,3.36735592102602,1368
66,1,3.36735592102602,1206
67,1,3.36735592102602,1045
68,1,3.36735592102602,944
69,1,3.36735592102602,847
70,1,3.36735592102602,759
71,1,3.36735592102602,685
72,1,3.36735592102602,626
73,1,3.36735592102602,591
74,1,3.36735592102602,544
75,1,3.36735592102602,504
76,1,3.36735592102602,464
77,1,3.36735592102602,446
78,1,3.36735592102602,427
79,1,3.36735592102602,416
80,1,3.36735592102602,392
81,1,3.36735592102602,361
82,1,3.36735592102602,332
83,1,3.36735592102602,326
84,1,3.36735592102602,313
85,1,3.36735592102602,317
86,1,3.36735592102602,318
87,1,3.36735592102602,308
88,1,3.36735592102602,302
89,1,3.36735592102602,302
90,1,3.36735592102602,294
91,1,3.36735592102602,285
92,1,3.36735592102602,286
93,1,3.36735592102602,284
94,1,3.36735592102602,279
95,1,3.36735592102602,250
96,1,3.36735592102602,246
1,1,0.5434471800817,41
2,1,0.5434471800817,166
3,1,0.5434471800817,426
4,1,0.5434471800817,997
5,1,0.5434471800817,2326
6,1,0.5434471800817,4014
7,1,0.5434471800817,6529
8,1,0.5434471800817,9890
9,1,0.5434471800817,14175
10,1,0.5434471800817,19919
11,1,0.5434471800817,27231
12,1,0.5434471800817,36075
13,1,0.5434471800817,45729
14,1,0.5434471800817,56494
15,1,0.5434471800817,67828
16,1,0.5434471800817,80742
17,1,0.5434471800817,94852
18,1,0.5434471800817,110739
19,1,0.5434471800817,127633
20,1,0.5434471800817,146210
21,1,0.5434471800817,164087
22,1,0.5434471800817,181834
23,1,0.5434471800817,199743
24,1,0.5434471800817,218053
25,1,0.5434471800817,235788
26,1,0.5434471800817,253634
27,1,0.5434471800817,271976
28,1,0.5434471800817,291977
29,1,0.5434471800817,312485
30,1,0.5434471800817,332949
31,1,0.5434471800817,352509
32,1,0.5434471800817,372907
33,1,0.5434471800817,391629
34,1,0.5434471800817,409973
35,1,0.5434471800817,428194
36,1,0.5434471800817,443092
37,1,0.5434471800817,452230
38,1,0.5434471800817,455044
39,1,0.5434471800817,451915
40,1,0.5434471800817,442758
41,1,0.5434471800817,429176
42,1,0.5434471800817,412348
43,1,0.5434471800817,393822
44,1,0.5434471800817,373616
45,1,0.5434471800817,351543
46,1,0.5434471800817,329023
47,1,0.5434471800817,304372
48,1,0.5434471800817,278939
49,1,0.5434471800817,253305
50,1,0.5434471800817,228352
51,1,0.5434471800817,205088
52,1,0.5434471800817,183049
53,1,0.5434471800817,162999
54,1,0.5434471800817,144554
55,1,0.5434471800817,128164
56,1,0.5434471800817,113413
57,1,0.5434471800817,100181
58,1,0.5434471800817,88300
59,1,0.5434471800817,77629
60,1,0.5434471800817,68078
61,1,0.5434471800817,59842
62,1,0.5434471800817,52485
63,1,0.5434471800817,45752
64,1,0.5434471800817,39907
65,1,0.5434471800817,34876
66,1,0.5434471800817,30418
67,1,0.5434471800817,26340
68,1,0.5434471800817,22869
69,1,0.5434471800817,19745
70,1,0.5434471800817,17084
71,1,0.5434471800817,14745
72,1,0.5434471800817,12653
73,1,0.5434471800817,10866
74,1,0.5434471800817,9397
75,1,0.5434471800817,8091
76,1,0.5434471800817,6979
77,1,0.5434471800817,6030
78,1,0.5434471800817,5205
79,1,0.5434471800817,4456
80,1,0.5434471800817,3850
81,1,0.5434471800817,3294
82,1,0.5434471800817,2889
83,1,0.5434471800817,2480
84,1,0.5434471800817,2154
85,1,0.5434471800817,1877
86,1,0.5434471800817,1634
87,1,0.5434471800817,1444
88,1,0.5434471800817,1279
89,1,0.5434471800817,1143
90,1,0.5434471800817,1047
91,1,0.5434471800817,930
92,1,0.5434471800817,794
93,1,0.5434471800817,714
94,1,0.5434471800817,660
95,1,0.5434471800817,586
96,1,0.5434471800817,562
1,1,-0.4565528199183,41
2,1,-0.4565528199183,136
3,1,-0.4565528199183,217
4,1,-0.4565528199183,427
5,1,-0.4565528199183,793
6,1,-0.4565528199183,1290
7,1,-0.4565528199183,1755
8,1,-0.4565528199183,2283
9,1,-0.4565528199183,3119
10,1,-0.4565528199183,4014
11,1,-0.4565528199183,5003
12,1,-0.4565528199183,5894
13,1,-0.4565528199183,7260
14,1,-0.4565528199183,8966
15,1,-0.4565528199183,10532
16,1,-0.4565528199183,12260
17,1,-0.4565528199183,13894
18,1,-0.4565528199183,15495
19,1,-0.4565528199183,17017
20,1,-0.4565528199183,18604
21,1,-0.4565528199183,20267
22,1,-0.4565528199183,21971
23,1,-0.4565528199183,23349
24,1,-0.4565528199183,24853
25,1,-0.4565528199183,26074
26,1,-0.4565528199183,27551
27,1,-0.4565528199183,29471
28,1,-0.4565528199183,31220
29,1,-0.4565528199183,32953
30,1,-0.4565528199183,34623
31,1,-0.4565528199183,36962
32,1,-0.4565528199183,39674
33,1,-0.4565528199183,42314
34,1,-0.4565528199183,44745
35,1,-0.4565528199183,47292
36,1,-0.4565528199183,49557
37,1,-0.4565528199183,52134
38,1,-0.4565528199183,54312
39,1,-0.4565528199183,56645
40,1,-0.4565528199183,58531
41,1,-0.4565528199183,60714
42,1,-0.4565528199183,62453
43,1,-0.4565528199183,64530
44,1,-0.4565528199183,66685
45,1,-0.4565528199183,69101
46,1,-0.4565528199183,71540
47,1,-0.4565528199183,73933
48,1,-0.4565528199183,76878
49,1,-0.4565528199183,79400
50,1,-0.4565528199183,81983
51,1,-0.4565528199183,84788
52,1,-0.4565528199183,87647
53,1,-0.4565528199183,90403
54,1,-0.4565528199183,92460
55,1,-0.4565528199183,94072
56,1,-0.4565528199183,95566
57,1,-0.4565528199183,96843
58,1,-0.4565528199183,99055
59,1,-0.4565528199183,101336
60,1,-0.4565528199183,103342
61,1,-0.4565528199183,104851
62,1,-0.4565528199183,106480
63,1,-0.4565528199183,108331
64,1,-0.4565528199183,109761
65,1,-0.4565528199183,110580
66,1,-0.4565528199183,111822
67,1,-0.4565528199183,112831
68,1,-0.4565528199183,113843
69,1,-0.4565528199183,114728
70,1,-0.4565528199183,115453
71,1,-0.4565528199183,116856
72,1,-0.4565528199183,118254
73,1,-0.4565528199183,120266
74,1,-0.4565528199183,122222
75,1,-0.4565528199183,125331
76,1,-0.4565528199183,128166
77,1,-0.4565528199183,130534
78,1,-0.4565528199183,132352
79,1,-0.4565528199183,135122
80,1,-0.4565528199183,138133
81,1,-0.4565528199183,141213
82,1,-0.4565528199183,144543
83,1,-0.4565528199183,147920
84,1,-0.4565528199183,150546
85,1,-0.4565528199183,152374
86,1,-0.4565528199183,154288
87,1,-0.4565528199183,156127
88,1,-0.4565528199183,158241
89,1,-0.4565528199183,160184
90,1,-0.4565528199183,162465
91,1,-0.4565528199183,165346
92,1,-0.4565528199183,168283
93,1,-0.4565528199183,171070
94,1,-0.4565528199183,173288
95,1,-0.4565528199183,175252
96,1,-0.4565528199183,176746
1,1,1.5434471800817,41
2,1,1.5434471800817,166
3,1,1.5434471800817,344
4,1,1.5434471800817,735
5,1,1.5434471800817,2019
6,1,1.5434471800817,4845
7,1,1.5434471800817,11235
8,1,1.5434471800817,24597
9,1,1.5434471800817,47573
10,1,1.5434471800817,82958
11,1,1.5434471800817,130939
12,1,1.5434471800817,191113
13,1,1.5434471800817,266135
14,1,1.5434471800817,354716
15,1,1.5434471800817,455074
16,1,1.5434471800817,557623
17,1,1.5434471800817,646450
18,1,1.5434471800817,708575
19,1,1.5434471800817,738592
20,1,1.5434471800817,741401
21,1,1.5434471800817,722241
22,1,1.5434471800817,688987
23,1,1.5434471800817,646637
24,1,1.5434471800817,598785
25,1,1.5434471800817,549173
26,1,1.5434471800817,499737
27,1,1.5434471800817,452448
28,1,1.5434471800817,406838
29,1,1.5434471800817,363611
30,1,1.5434471800817,323910
31,1,1.5434471800817,287691
32,1,1.5434471800817,255030
33,1,1.5434471800817,225472
34,1,1.5434471800817,198259
35,1,1.5434471800817,174215
36,1,1.5434471800817,152519
37,1,1.5434471800817,133760
38,1,1.5434471800817,116565
39,1,1.5434471800817,101882
40,1,1.5434471800817,88845
41,1,1.5434471800817,77409
42,1,1.5434471800817,67473
43,1,1.5434471800817,58590
44,1,1.5434471800817,50953
45,1,1.5434471800817,44182
46,1,1.5434471800817,38377
47,1,1.5434471800817,33187
48,1,1.5434471800817,28715
49,1,1.5434471800817,24937
50,1,1.5434471800817,21634
51,1,1.5434471800817,18568
52,1,1.5434471800817,16072
53,1,1.5434471800817,13863
54,1,1.5434471800817,11953
55,1,1.5434471800817,10253
56,1,1.5434471800817,8808
57,1,1.5434471800817,7594
58,1,1.5434471800817,6575
59,1,1.5434471800817,5614
60,1,1.5434471800817,4816
61,1,1.5434471800817,4157
62,1,1.5434471800817,3621
63,1,1.5434471800817,3109
64,1,1.5434471800817,2710
65,1,1.5434471800817,2368
66,1,1.5434471800817,2075
67,1,1.5434471800817,1828
68,1,1.5434471800817,1603
69,1,1.5434471800817,1411
70,1,1.5434471800817,1255
71,1,1.5434471800817,1117
72,1,1.5434471800817,1030
73,1,1.5434471800817,927
74,1,1.5434471800817,817
75,1,1.5434471800817,750
76,1,1.5434471800817,672
77,1,1.5434471800817,598
78,1,1.5434471800817,544
79,1,1.5434471800817,504
80,1,1.5434471800817,471
81,1,1.5434471800817,436
82,1,1.5434471800817,423
83,1,1.5434471800817,367
84,1,1.5434471800817,365
85,1,1.5434471800817,357
86,1,1.5434471800817,345
87,1,1.5434471800817,322
88,1,1.5434471800817,295
89,1,1.5434471800817,284
90,1,1.5434471800817,284
91,1,1.5434471800817,275
92,1,1.5434471800817,268
93,1,1.5434471800817,264
94,1,1.5434471800817,261
95,1,1.5434471800817,253
96,1,1.5434471800817,238
1,1,2.5434471800817,41
2,1,2.5434471800817,166
3,1,2.5434471800817,344
4,1,2.5434471800817,737
5,1,2.5434471800817,1788
6,1,2.5434471800817,4748
7,1,2.5434471800817,12630
8,1,2.5434471800817,33061
9,1,2.5434471800817,80900
10,1,2.5434471800817,182616
11,1,2.5434471800817,349675
12,1,2.5434471800817,538964
13,1,2.5434471800817,681802
14,1,2.5434471800817,764179
15,1,2.5434471800817,802005
16,1,2.5434471800817,806782
17,1,2.5434471800817,787531
18,1,2.5434471800817,752990
19,1,2.5434471800817,709620
20,1,2.5434471800817,659614
21,1,2.5434471800817,607791
22,1,2.5434471800817,555447
23,1,2.5434471800817,503533
24,1,2.5434471800817,453500
25,1,2.5434471800817,406173
26,1,2.5434471800817,362155
27,1,2.5434471800817,321786
28,1,2.5434471800817,284733
29,1,2.5434471800817,251159
30,1,2.5434471800817,220979
31,1,2.5434471800817,194028
32,1,2.5434471800817,170111
33,1,2.5434471800817,148482
34,1,2.5434471800817,129332
35,1,2.5434471800817,112560
36,1,2.5434471800817,97724
37,1,2.5434471800817,84986
38,1,2.5434471800817,73648
39,1,2.5434471800817,63829
40,1,2.5434471800817,55000
41,1,2.5434471800817,47540
42,1,2.5434471800817,41078
43,1,2.5434471800817,35394
44,1,2.5434471800817,30746
45,1,2.5434471800817,26622
46,1,2.5434471800817,22896
47,1,2.5434471800817,19631
48,1,2.5434471800817,16863
49,1,2.5434471800817,14457
50,1,2.5434471800817,12410
51,1,2.5434471800817,10648
52,1,2.5434471800817,9230
53,1,2.5434471800817,7897
54,1,2.5434471800817,6785
55,1,2.5434471800817,5831
56,1,2.5434471800817,5011
57,1,2.5434471800817,4351
58,1,2.5434471800817,3746
59,1,2.5434471800817,3243
60,1,2.5434471800817,2818
61,1,2.5434471800817,2446
62,1,2.5434471800817,2139
63,1,2.5434471800817,1889
64,1,2.5434471800817,1662
65,1,2.5434471800817,1459
66,1,2.5434471800817,1284
67,1,2.5434471800817,1138
68,1,2.5434471800817,1016
69,1,2.5434471800817,918
70,1,2.5434471800817,817
71,1,2.5434471800817,745
72,1,2.5434471800817,664
73,1,2.5434471800817,605
74,1,2.5434471800817,553
75,1,2.5434471800817,497
76,1,2.5434471800817,468
77,1,2.5434471800817,454
78,1,2.5434471800817,421
79,1,2.5434471800817,389
80,1,2.5434471800817,368
81,1,2.5434471800817,342
82,1,2.5434471800817,333
83,1,2.5434471800817,332
84,1,2.5434471800817,324
85,1,2.5434471800817,298
86,1,2.5434471800817,305
87,1,2.5434471800817,298
88,1,2.5434471800817,288
89,1,2.5434471800817,281
90,1,2.5434471800817,267
91,1,2.5434471800817,282
92,1,2.5434471800817,291
93,1,2.5434471800817,282
94,1,2.5434471800817,280
95,1,2.5434471800817,290
96,1,2.5434471800817,298
1,1,3.5434471800817,41
2,1,3.5434471800817,166
3,1,3.5434471800817,344
4,1,3.5434471800817,737
5,1,3.5434471800817,2140
6,1,3.5434471800817,5493
7,1,3.5434471800817,14817
8,1,3.5434471800817,39039
9,1,3.5434471800817,96066
10,1,3.5434471800817,214314
11,1,3.5434471800817,400106
12,1,3.5434471800817,583143
13,1,3.5434471800817,710785
14,1,3.5434471800817,779932
15,1,3.5434471800817,806888
16,1,3.5434471800817,803685
17,1,3.5434471800817,779086
18,1,3.5434471800817,740045
19,1,3.5434471800817,691291
20,1,3.5434471800817,637700
21,1,3.5434471800817,582690
22,1,3.5434471800817,528891
23,1,3.5434471800817,477630
24,1,3.5434471800817,429250
25,1,3.5434471800817,383261
26,1,3.5434471800817,341709
27,1,3.5434471800817,303255
28,1,3.5434471800817,267824
29,1,3.5434471800817,236455
30,1,3.5434471800817,207935
31,1,3.5434471800817,182649
32,1,3.5434471800817,159906
33,1,3.5434471800817,139429
34,1,3.5434471800817,121650
35,1,3.5434471800817,105943
36,1,3.5434471800817,91876
37,1,3.5434471800817,80017
38,1,3.5434471800817,69502
39,1,3.5434471800817,60415
40,1,3.5434471800817,52401
41,1,3.5434471800817,45492
42,1,3.5434471800817,39510
43,1,3.5434471800817,34338
44,1,3.5434471800817,29670
45,1,3.5434471800817,25671
46,1,3.5434471800817,22052
47,1,3.5434471800817,18919
48,1,3.5434471800817,16333
49,1,3.5434471800817,14075
50,1,3.5434471800817,11997
51,1,3.5434471800817,10312
52,1,3.5434471800817,8868
53,1,3.5434471800817,7580
54,1,3.5434471800817,6536
55,1,3.5434471800817,5645
56,1,3.5434471800817,4861
57,1,3.5434471800817,4220
58,1,3.5434471800817,3637
59,1,3.5434471800817,3136
60,1,3.5434471800817,2727
61,1,3.5434471800817,2402
62,1,3.5434471800817,2087
63,1,3.5434471800817,1846
64,1,3.5434471800817,1613
65,1,3.5434471800817,1390
66,1,3.5434471800817,1227
67,1,3.5434471800817,1095
68,1,3.5434471800817,976
69,1,3.5434471800817,889
70,1,3.5434471800817,827
71,1,3.5434471800817,755
72,1,3.5434471800817,704
73,1,3.5434471800817,646
74,1,3.5434471800817,586
75,1,3.5434471800817,538
76,1,3.5434471800817,502
77,1,3.5434471800817,465
78,1,3.5434471800817,444
79,1,3.5434471800817,419
80,1,3.5434471800817,375
81,1,3.5434471800817,355
82,1,3.5434471800817,345
83,1,3.5434471800817,314
84,1,3.5434471800817,324
85,1,3.5434471800817,323
86,1,3.5434471800817,325
87,1,3.5434471800817,313
88,1,3.5434471800817,291
89,1,3.5434471800817,288
90,1,3.5434471800817,280
91,1,3.5434471800817,286
92,1,3.5434471800817,304
93,1,3.5434471800817,309
94,1,3.5434471800817,297
95,1,3.5434471800817,282
96,1,3.5434471800817,276
1,1,0.66838591669,41
2,1,0.66838591669,166
3,1,0.66838591669,426
4,1,0.66838591669,879
5,1,0.66838591669,2042
6,1,0.66838591669,3915
7,1,0.66838591669,6741
8,1,0.66838591669,10761
9,1,0.66838591669,16085
10,1,0.66838591669,22725
11,1,0.66838591669,31483
12,1,0.66838591669,41399
13,1,0.66838591669,52476
14,1,0.66838591669,64999
15,1,0.66838591669,79096
16,1,0.66838591669,93972
17,1,0.66838591669,110565
18,1,0.66838591669,128185
19,1,0.66838591669,147050
20,1,0.66838591669,165291
21,1,0.66838591669,187081
22,1,0.66838591669,207846
23,1,0.66838591669,229085
24,1,0.66838591669,252110
25,1,0.66838591669,274945
26,1,0.66838591669,297553
27,1,0.66838591669,321452
28,1,0.66838591669,344128
29,1,0.66838591669,369070
30,1,0.66838591669,395903
31,1,0.66838591669,421286
32,1,0.66838591669,443959
33,1,0.66838591669,463205
34,1,0.66838591669,478593
35,1,0.66838591669,488405
36,1,0.66838591669,490405
37,1,0.66838591669,484199
38,1,0.66838591669,472998
39,1,0.66838591669,456189
40,1,0.66838591669,434414
41,1,0.66838591669,410827
42,1,0.66838591669,385302
43,1,0.66838591669,358456
44,1,0.66838591669,329643
45,1,0.66838591669,300485
46,1,0.66838591669,271683
47,1,0.66838591669,244544
48,1,0.66838591669,218641
49,1,0.66838591669,194739
50,1,0.66838591669,173005
51,1,0.66838591669,153035
52,1,0.66838591669,135157
53,1,0.66838591669,119121
54,1,0.66838591669,104539
55,1,0.66838591669,91278
56,1,0.66838591669,79655
57,1,0.66838591669,69364
58,1,0.66838591669,60230
59,1,0.66838591669,52381
60,1,0.66838591669,45397
61,1,0.66838591669,39301
62,1,0.66838591669,34187
63,1,0.66838591669,29614
64,1,0.66838591669,25641
65,1,0.66838591669,22187
66,1,0.66838591669,19229
67,1,0.66838591669,16630
68,1,0.66838591669,14313
69,1,0.66838591669,12244
70,1,0.66838591669,10512
71,1,0.66838591669,9066
72,1,0.66838591669,7890
73,1,0.66838591669,6790
74,1,0.66838591669,5844
75,1,0.66838591669,5069
76,1,0.66838591669,4344
77,1,0.66838591669,3734
78,1,0.66838591669,3223
79,1,0.66838591669,2790
80,1,0.66838591669,2420
81,1,0.66838591669,2091
82,1,0.66838591669,1847
83,1,0.66838591669,1567
84,1,0.66838591669,1379
85,1,0.66838591669,1185
86,1,0.66838591669,1060
87,1,0.66838591669,936
88,1,0.66838591669,837
89,1,0.66838591669,744
90,1,0.66838591669,660
91,1,0.66838591669,583
92,1,0.66838591669,539
93,1,0.66838591669,499
94,1,0.66838591669,466
95,1,0.66838591669,441
96,1,0.66838591669,425
1,1,-0.33161408331,41
2,1,-0.33161408331,136
3,1,-0.33161408331,217
4,1,-0.33161408331,454
5,1,-0.33161408331,874
6,1,-0.33161408331,1419
7,1,-0.33161408331,2117
8,1,-0.33161408331,3035
9,1,-0.33161408331,4309
10,1,-0.33161408331,5464
11,1,-0.33161408331,7035
12,1,-0.33161408331,8403
13,1,-0.33161408331,9834
14,1,-0.33161408331,11446
15,1,-0.33161408331,12933
16,1,-0.33161408331,14596
17,1,-0.33161408331,16384
18,1,-0.33161408331,18225
19,1,-0.33161408331,19694
20,1,-0.33161408331,21528
21,1,-0.33161408331,23257
22,1,-0.33161408331,25189
23,1,-0.33161408331,27034
24,1,-0.33161408331,28850
25,1,-0.33161408331,30979
26,1,-0.33161408331,33649
27,1,-0.33161408331,36007
28,1,-0.33161408331,38084
29,1,-0.33161408331,40358
30,1,-0.33161408331,43110
31,1,-0.33161408331,46357
32,1,-0.33161408331,49269
33,1,-0.33161408331,52393
34,1,-0.33161408331,55582
35,1,-0.33161408331,58388
36,1,-0.33161408331,60741
37,1,-0.33161408331,62987
38,1,-0.33161408331,65234
39,1,-0.33161408331,67377
40,1,-0.33161408331,69743
41,1,-0.33161408331,71704
42,1,-0.33161408331,74180
43,1,-0.33161408331,76362
44,1,-0.33161408331,78899
45,1,-0.33161408331,81744
46,1,-0.33161408331,84811
47,1,-0.33161408331,87557
48,1,-0.33161408331,90305
49,1,-0.33161408331,93215
50,1,-0.33161408331,96203
51,1,-0.33161408331,99142
52,1,-0.33161408331,101768
53,1,-0.33161408331,104748
54,1,-0.33161408331,108191
55,1,-0.33161408331,110945
56,1,-0.33161408331,113599
57,1,-0.33161408331,116491
58,1,-0.33161408331,119528
59,1,-0.33161408331,123178
60,1,-0.33161408331,126225
61,1,-0.33161408331,129695
62,1,-0.33161408331,132906
63,1,-0.33161408331,135618
64,1,-0.33161408331,138251
65,1,-0.33161408331,140928
66,1,-0.33161408331,143414
67,1,-0.33161408331,146062
68,1,-0.33161408331,148617
69,1,-0.33161408331,151446
70,1,-0.33161408331,154177
71,1,-0.33161408331,157423
72,1,-0.33161408331,160986
73,1,-0.33161408331,164614
74,1,-0.33161408331,167811
75,1,-0.33161408331,170723
76,1,-0.33161408331,173518
77,1,-0.33161408331,177213
78,1,-0.33161408331,181105
79,1,-0.33161408331,184624
80,1,-0.33161408331,188133
81,1,-0.33161408331,192814
82,1,-0.33161408331,195856
83,1,-0.33161408331,199101
84,1,-0.33161408331,201051
85,1,-0.33161408331,202505
86,1,-0.33161408331,204437
87,1,-0.33161408331,207100
88,1,-0.33161408331,209107
89,1,-0.33161408331,209418
90,1,-0.33161408331,209229
91,1,-0.33161408331,207726
92,1,-0.33161408331,205225
93,1,-0.33161408331,202520
94,1,-0.33161408331,198248
95,1,-0.33161408331,193443
96,1,-0.33161408331,188235
1,1,1.66838591669,41
2,1,1.66838591669,166
3,1,1.66838591669,466
4,1,1.66838591669,1352
5,1,1.66838591669,3247
6,1,1.66838591669,8137
7,1,1.66838591669,19452
8,1,1.66838591669,40594
9,1,1.66838591669,75989
10,1,1.66838591669,128808
11,1,1.66838591669,198254
12,1,1.66838591669,285406
13,1,1.66838591669,387041
14,1,1.66838591669,497183
15,1,1.66838591669,601022
16,1,1.66838591669,680879
17,1,1.66838591669,731558
18,1,1.66838591669,749860
19,1,1.66838591669,741730
20,1,1.66838591669,715566
21,1,1.66838591669,678882
22,1,1.66838591669,635077
23,1,1.66838591669,587111
24,1,1.66838591669,536985
25,1,1.66838591669,488005
26,1,1.66838591669,440359
27,1,1.66838591669,395751
28,1,1.66838591669,354571
29,1,1.66838591669,315845
30,1,1.66838591669,280562
31,1,1.66838591669,248471
32,1,1.66838591669,219346
33,1,1.66838591669,192843
34,1,1.66838591669,169281
35,1,1.66838591669,148087
36,1,1.66838591669,129409
37,1,1.66838591669,112928
38,1,1.66838591669,98581
39,1,1.66838591669,85816
40,1,1.66838591669,74741
41,1,1.66838591669,65017
42,1,1.66838591669,56307
43,1,1.66838591669,48790
44,1,1.66838591669,42024
45,1,1.66838591669,36353
46,1,1.66838591669,31365
47,1,1.66838591669,26972
48,1,1.66838591669,23370
49,1,1.66838591669,20044
50,1,1.66838591669,17296
51,1,1.66838591669,14948
52,1,1.66838591669,12958
53,1,1.66838591669,11175
54,1,1.66838591669,9652
55,1,1.66838591669,8299
56,1,1.66838591669,7104
57,1,1.66838591669,6110
58,1,1.66838591669,5285
59,1,1.66838591669,4553
60,1,1.66838591669,3934
61,1,1.66838591669,3398
62,1,1.66838591669,2972
63,1,1.66838591669,2579
64,1,1.66838591669,2243
65,1,1.66838591669,1983
66,1,1.66838591669,1746
67,1,1.66838591669,1556
68,1,1.66838591669,1354
69,1,1.66838591669,1186
70,1,1.66838591669,1034
71,1,1.66838591669,927
72,1,1.66838591669,827
73,1,1.66838591669,725
74,1,1.66838591669,654
75,1,1.66838591669,613
76,1,1.66838591669,559
77,1,1.66838591669,513
78,1,1.66838591669,467
79,1,1.66838591669,434
80,1,1.66838591669,393
81,1,1.66838591669,376
82,1,1.66838591669,365
83,1,1.66838591669,345
84,1,1.66838591669,329
85,1,1.66838591669,315
86,1,1.66838591669,302
87,1,1.66838591669,305
88,1,1.66838591669,294
89,1,1.66838591669,286
90,1,1.66838591669,270
91,1,1.66838591669,268
92,1,1.66838591669,256
93,1,1.66838591669,262
94,1,1.66838591669,277
95,1,1.66838591669,266
96,1,1.66838591669,254
1,1,2.66838591669,41
2,1,2.66838591669,166
3,1,2.66838591669,344
4,1,2.66838591669,737
5,1,2.66838591669,2112
6,1,2.66838591669,5452
7,1,2.66838591669,13697
8,1,2.66838591669,36052
9,1,2.66838591669,89455
10,1,2.66838591669,201013
11,1,2.66838591669,378618
12,1,2.66838591669,563144
13,1,2.66838591669,696344
14,1,2.66838591669,770328
15,1,2.66838591669,801472
16,1,2.66838591669,801118
17,1,2.66838591669,780341
18,1,2.66838591669,744420
19,1,2.66838591669,699649
20,1,2.66838591669,650077
21,1,2.66838591669,597648
22,1,2.66838591669,544400
23,1,2.66838591669,492238
24,1,2.66838591669,442635
25,1,2.66838591669,396750
26,1,2.66838591669,353927
27,1,2.66838591669,314926
28,1,2.66838591669,278882
29,1,2.66838591669,246191
30,1,2.66838591669,216802
31,1,2.66838591669,190256
32,1,2.66838591669,166761
33,1,2.66838591669,145318
34,1,2.66838591669,126589
35,1,2.66838591669,110280
36,1,2.66838591669,95758
37,1,2.66838591669,83172
38,1,2.66838591669,72394
39,1,2.66838591669,62653
40,1,2.66838591669,54235
41,1,2.66838591669,46790
42,1,2.66838591669,40338
43,1,2.66838591669,34696
44,1,2.66838591669,29851
45,1,2.66838591669,25860
46,1,2.66838591669,22217
47,1,2.66838591669,19227
48,1,2.66838591669,16651
49,1,2.66838591669,14284
50,1,2.66838591669,12347
51,1,2.66838591669,10692
52,1,2.66838591669,9276
53,1,2.66838591669,7985
54,1,2.66838591669,6896
55,1,2.66838591669,5886
56,1,2.66838591669,5060
57,1,2.66838591669,4363
58,1,2.66838591669,3757
59,1,2.66838591669,3227
60,1,2.66838591669,2815
61,1,2.66838591669,2444
62,1,2.66838591669,2119
63,1,2.66838591669,1862
64,1,2.66838591669,1606
65,1,2.66838591669,1397
66,1,2.66838591669,1233
67,1,2.66838591669,1067
68,1,2.66838591669,940
69,1,2.66838591669,858
70,1,2.66838591669,766
71,1,2.66838591669,701
72,1,2.66838591669,633
73,1,2.66838591669,562
74,1,2.66838591669,499
75,1,2.66838591669,465
76,1,2.66838591669,443
77,1,2.66838591669,431
78,1,2.66838591669,392
79,1,2.66838591669,369
80,1,2.66838591669,340
81,1,2.66838591669,326
82,1,2.66838591669,319
83,1,2.66838591669,317
84,1,2.66838591669,302
85,1,2.66838591669,295
86,1,2.66838591669,283
87,1,2.66838591669,276
88,1,2.66838591669,277
89,1,2.66838591669,274
90,1,2.66838591669,260
91,1,2.66838591669,250
92,1,2.66838591669,257
93,1,2.66838591669,255
94,1,2.66838591669,248
95,1,2.66838591669,246
96,1,2.66838591669,233
1,1,3.66838591669,41
2,1,3.66838591669,172
3,1,3.66838591669,465
4,1,3.66838591669,1363
5,1,3.66838591669,3303
6,1,3.66838591669,8604
7,1,3.66838591669,23459
8,1,3.66838591669,59418
9,1,3.66838591669,144068
10,1,3.66838591669,300374
11,1,3.66838591669,495960
12,1,3.66838591669,654726
13,1,3.66838591669,751223
14,1,3.66838591669,798132
15,1,3.66838591669,808707
16,1,3.66838591669,794145
17,1,3.66838591669,761075
18,1,3.66838591669,717117
19,1,3.66838591669,666923
20,1,3.66838591669,613463
21,1,3.66838591669,560005
22,1,3.66838591669,507460
23,1,3.66838591669,456687
24,1,3.66838591669,409206
25,1,3.66838591669,364625
26,1,3.66838591669,323147
27,1,3.66838591669,285867
28,1,3.66838591669,252418
29,1,3.66838591669,222284
30,1,3.66838591669,194543
31,1,3.66838591669,170554
32,1,3.66838591669,148954
33,1,3.66838591669,129944
34,1,3.66838591669,113235
35,1,3.66838591669,98508
36,1,3.66838591669,85744
37,1,3.66838591669,74320
38,1,3.66838591669,64521
39,1,3.66838591669,55846
40,1,3.66838591669,48309
41,1,3.66838591669,41797
42,1,3.66838591669,36051
43,1,3.66838591669,31122
44,1,3.66838591669,26730
45,1,3.66838591669,22992
46,1,3.66838591669,19747
47,1,3.66838591669,16904
48,1,3.66838591669,14529
49,1,3.66838591669,12558
50,1,3.66838591669,10903
51,1,3.66838591669,9437
52,1,3.66838591669,8103
53,1,3.66838591669,6999
54,1,3.66838591669,6024
55,1,3.66838591669,5153
56,1,3.66838591669,4428
57,1,3.66838591669,3765
58,1,3.66838591669,3227
59,1,3.66838591669,2772
60,1,3.66838591669,2423
61,1,3.66838591669,2102
